Categoria,Posicao,Cod_dekoreba,English,French,German,Italian,Portuguese,Spanish
substantivos,1,1044,ambulance,ambulance,Krankenwagen,ambulanza,ambulância,ambulancia
substantivos,2,1044,funny wagon,hôpital de campagne,Ambulanz,autoambulanza,hospital militar móvel,hospital de campaña
substantivos,3,1044,field hospital,Hôpital de campagne,Rettungswagen,autolettiga,Ambulancia,
substantivos,1,1045,peanut,arachide,Erdnuss,arachide,amendoim,cacahuete
substantivos,2,1045,groundnut,cacahuète,Erdnuß,nocciolina,aráquida,maní
substantivos,3,1045,groundnuts,cacahouète,Arachis,arachidi,ginguba,cacahuate
substantivos,1,1047,friends,amis,Freunde,amici,amigos,amigas
substantivos,2,1047,fellas,,Freundinnen,amice,amigas,amigos
substantivos,1,1048,analysis,analyse,Analyse,analisi,análise,análisis
substantivos,2,1048,assay,test,Analysis,ID + CO,ensaio,ensayo
substantivos,3,1048,test,dosage,Untersuchung,misura,experiência,prueba
substantivos,1,1049,anatomy,anatomie,Anatomie,anatomia,anatomia,anatomía
substantivos,2,1049,human body,corps,Zergliederungskunst,carne,carne,carne
substantivos,3,1049,soma,corps humain,Körper des Menschen,figura,corpo,físico
substantivos,1,1051,birthday,anniversaire,Geburtstag,compleanno,aniversário,cumpleaños
substantivos,2,1051,anniversary,fête,Jahrestag,anniversario,data de nascimento,aniversario
substantivos,3,1051,natal day,anniversaire de mariage,Hochzeitstag,natalizio,aniversário natalício,natalicio
substantivos,1,1052,year,an,Jahr,anno,ano,año
substantivos,2,1052,age,année,J,annata,classe,a
substantivos,3,1052,solar year,année scolaire,Klasse,vecchiaia,curso,ascenso
substantivos,1,1053,antiquity,antiquité,Dienstalter,antichità,antiguidade,antigüedad
substantivos,2,1053,seniority,Antiquité,Antike,anzianità,ancianidade,Antigüedad
substantivos,3,1053,antique,ancienneté,Altertum,,,antigueedad
substantivos,1,1054,advertisement,annonce,Werbung,annuncio,anúncio,anuncio
substantivos,2,1054,announcement,publicité,Anzeige,pubblicità,publicidade,publicidad
substantivos,3,1054,commercial,pub,Annonce,inserzione,propaganda,reclamo
substantivos,1,1055,appetite,appétit,Appetit,appetito,apetite,apetito
substantivos,2,1055,hunger,désir,Begierde,desiderio,desejo,deseo
substantivos,3,1055,desire,faim,Eßlust,fame,desfastio,ganas
substantivos,1,1056,application,application,Anwendung,applicazione,aplicativo,aplicación
substantivos,2,1056,application program,programme,,applicativo,aplicação,aplicativo
substantivos,3,1056,applet,applicatif,,programma applicativo,programa aplicativo,
substantivos,1,1057,apogee,apogée,Apogäum,apogeo,apogeu,apogeo
substantivos,2,1057,acme,zénith,Gipfel,,auge,apogéo
substantivos,3,1057,zenith,,Höhepunkt,,,cenit
substantivos,1,1058,textbook,livre de classe,Lehrbuch,libro di testo,apostila,libro de texto
substantivos,2,1058,syllabus,manuel,Schulbuch,,compêndio,texto
substantivos,3,1058,brochure,dossier,Apostille,,livro de texto,apostilla
substantivos,1,1059,apprentice,apprenti,Lehrling,apprendista,aprendiz,aprendiz
substantivos,2,1059,learner,garçon,Auszubildender,bardotto,marçano,
substantivos,3,1059,intern,débutant,Stift,novizio,,
substantivos,1,1060,architecture,architecture,Architektur,architettura,arquitetura,arquitectura
substantivos,2,1060,structure,,Baukunst,,arquitectura,
substantivos,3,1060,design,,Baustil,,,
substantivos,1,1061,file,fichier,Archiv,archivio,arquivo,archivo
substantivos,2,1061,archive,archives,Datei,file,ficheiro,fichero
substantivos,3,1061,archives,archive,Kartei,banca dati,arquivos,archivos
substantivos,1,1062,weapon,arme,Waffe,arma,arma,arma
substantivos,2,1062,gun,fusil,Bewaffnung,armamento,armas,armamento
substantivos,3,1062,arm,armement,Kanone,armi,armamento,cañón
substantivos,1,1063,warehouse,entrepôt,Lager,magazzino,armazém,almacén
substantivos,2,1063,store,magasin,Lagerhaus,deposito,loja,depósito
substantivos,3,1063,magazine,boutique,Laden,bottega,casa comercial,tienda
substantivos,1,1065,commercial at,arrobase,Klammeraffe,chiocciola,arroba,arroba
substantivos,2,1065,at sign,arobase,At-Zeichen,"chiocciola,",,
substantivos,3,1065,at,arrobe,at-Zeichen,chiocciolina,,
substantivos,1,1066,rice,riz,Reis,riso,arroz,arroz
substantivos,2,1066,paddy,riz paddy,Reiskorn,risone,,arroz cocido
substantivos,3,1066,Yagi,riz cuit,Reispflanze,,,horchata
substantivos,1,1067,washer,rondelle,Unterlegscheibe,rondella,arruela,arandela
substantivos,2,1067,bezant,,Scheibe,boccola,besante,besante
substantivos,3,1067,,,,lavatore,,zapata
substantivos,1,1068,artifact,artefact,Artefakt,artefatto,artefato,artefacto
substantivos,2,1068,artefact,artéfact,Kunsterzeugnis,,produto,utensilio
substantivos,3,1068,gadget,manufacture,artefakt,,utensílio,
substantivos,1,1069,handicraft,artisanat,Handwerk,artigianato,artesanato,artesanía
substantivos,2,1069,handicrafts,main-d’œuvre,Kunsthandwerk,mestieri,trabalho manual,tejeduría artesanal
substantivos,3,1069,craft,produit,Handarbeit,tessitura artigianale,artesão,artesanado
substantivos,1,1070,arts,arts,Kunst,arte,artes,artes
substantivos,1,1072,assembly,assemblée,Versammlung,assemblea,assembleia,asamblea
substantivos,2,1072,meeting,rassemblement,Tagung,riunione,congregação,congregación
substantivos,3,1072,convocation,réunion,Gemeinde,consesso,assembléia,junta
substantivos,1,1073,settlement,colonie,Ansiedlung,insediamento,assentamento,asentamiento
substantivos,2,1073,colony,,Kolonie,,povoação,poblado
substantivos,3,1073,groundedness,,Niederlassung,,,
substantivos,1,1074,assistance,assistance,Hilfe,assistenza,assistência,asistencia
substantivos,2,1074,help,aide,Unterstützung,ausilio,ajuda,ayuda
substantivos,3,1074,assist,secours,Beistand,soccorso,socorro,socorro
substantivos,1,1075,association,association,Verband,associazione,associação,asociación
substantivos,2,1075,membership,adhésion,Vereinigung,riunione,sociedade,unión
substantivos,3,1075,union,collaboration,Assoziation,aggregazione,grêmio,liga
substantivos,1,1076,matter,sujet,Angelegenheit,tema,assunto,asunto
substantivos,2,1076,subject,affaire,Sache,oggetto,tema,tema
substantivos,3,1076,affair,thème,Thema,"faccenda, affare, cosa",temas,cosa
substantivos,1,1077,star,astre,Stern,stella,astro,estrella
substantivos,2,1077,celestial body,étoile,Himmelskörper,astro,estrela,astro
substantivos,3,1077,heavenly body,vedette,Promi,corpo celeste,estrelho,cuerpo celeste
substantivos,1,1078,attendant,,,,atendente,
substantivos,1,1080,athlete,athlète,Athlet,atleta,atleta,atleta
substantivos,2,1080,sportsman,sportif,Sportler,sportivo,Desportistas,deportista
substantivos,3,1080,jock,sportive,Athletin,olimpionico,homem forçudo,forzudo
substantivos,1,1081,actor,acteur,Schauspieler,attore,ator,actor
substantivos,2,1081,player,actrice,Schauspielerin,attrice,atriz,actriz
substantivos,3,1081,actress,comédien,Darsteller,interprete,actor,artista
substantivos,1,1082,performance,performance,Aktion,azione,atuação,actuación
substantivos,2,1082,acting,action,,recitazione,encenação,representación
substantivos,3,1082,portrayal,intérimaire,,esibizione,interpretação,interpretación
substantivos,1,1083,class,leçon,Unterrichtsstunde,lezione,aula,clase
substantivos,2,1083,lecture,conférence,Unterricht,classe,preleção,lección
substantivos,3,1083,lesson,classe,Vortrag,corso,lição,curso
substantivos,1,1084,car,voiture,Auto,automobile,automóvel,automóvil
substantivos,2,1084,automobile,automobile,Automobil,auto,carro,coche
substantivos,3,1084,motorcar,auto,Kraftfahrzeug,macchina,auto,carro
substantivos,1,1085,autonomy,autonomie,Autonomie,autonomia,autonomia,autonomía
substantivos,2,1085,self-government,autosuffisance,Unabhängigkeit,libertà,liberalismo,autonomia
substantivos,3,1085,liberty,liberté,Eigenständigkeit,autosufficienza,independência,autosuficiencia
substantivos,1,1086,author,auteur,Autor,autore,autor,autor
substantivos,2,1086,writer,écrivain,Verfasser,autrice,escritor,autora
substantivos,3,1086,former,auteure,Autorin,scrittrice,artífice,escritor
substantivos,1,1087,babysitter,nourrice,Kindermädchen,baby-sitter,babá,niñera
substantivos,2,1087,nanny,baby-sitter,Kinderfrau,babysitter,baby-sitter,nana
substantivos,3,1087,nurse,nounou,Babysitter,bambinaia,saliva,canguro
substantivos,1,1088,flounce,amoureux,,ruche,babado,
substantivos,2,1088,frill,bavé,,,,
substantivos,3,1088,,épris,,,,
substantivos,1,1089,basin,bassin,Becken,bacino,bacia,cuenca
substantivos,2,1089,pelvis,bol,Schale,scodella,alguidar,barreño
substantivos,3,1089,bowl,cuvette,Mulde,palla,tijela,jofaina
substantivos,1,1090,bacillus,bacille,Bazillus,bacillo,bacilo,bacilo
substantivos,2,1090,rod,Bacilli,Bacillus,genere di batteri,,
substantivos,3,1090,bacteria,Bacillus,Spaltpilz,,,
substantivos,1,1091,luggage,bagage,Gepäck,bagaglio,bagagem,equipaje
substantivos,2,1091,baggage,colis,Bagage,bagagli,embrulho,equipajes
substantivos,3,1091,parcel,bagages,Gepäckstück,baggagli,mala,bagaje
substantivos,1,1092,dance,danse,Tanz,ballo,baile,baile
substantivos,2,1092,ball,bal,Ball,danza,dança,danza
substantivos,3,1092,dancing,danser,tantz,veglione,,
substantivos,1,1093,bullet,balle,Kugel,pallottola,bala,bala
substantivos,2,1093,ball,bonbon,Geschoss,proiettile,rebuçado,proyectil
substantivos,3,1093,candy,projectile,Bonbon,palla,projéctil,caramelo
substantivos,1,1094,balloon,ballon,Ballon,palloncino,balão,globo
substantivos,2,1094,hot-air balloon,montgolfière,Heißluftballon,mongolfiera,aeróstato,globo aerostático
substantivos,3,1094,aerostat,globe,Luftballon,pallone,bola,alcoholímetro
substantivos,1,1095,bucket,seau,Eimer,secchio,balde,cubo
substantivos,2,1095,pail,boîte,Behälter,secchia,caçamba,balde
substantivos,3,1095,bin,poubelle,Kübel,secchiello,contentores,cubeta
substantivos,1,1096,bank,banque,Bank,banca,banco,banco
substantivos,2,1096,bench,banc,Hocker,banco,tamborete,el banco
substantivos,3,1096,stool,tabouret,Sandbank,panca,bastidor,mesa
substantivos,1,1097,flag,drapeau,Flagge,bandiera,bandeira,bandera
substantivos,2,1097,banner,étendard,Fahne,stendardo,estandarte,estandarte
substantivos,3,1097,colours,bannière,Banner,vessillo,pavilhão,labandera
substantivos,1,1098,bathroom,toilette,Badezimmer,bagno,banheiro,baño
substantivos,2,1098,toilet,toilettes,Klo,gabinetto,casa de banho,cuarto de baño
substantivos,3,1098,lavatory,salle de bain,Toilette,stanza da bagno,retrete,inodoro
substantivos,1,1099,bath,bain,Bad,bagno,banho,baño
substantivos,2,1099,bathing,baignoire,Baden,lavacro,banheira,ducha
substantivos,3,1099,shower,salle de bains,Dusche,abluzione,ablução,baños
substantivos,1,1100,cockroach,blatte,Schabe,scarafaggio,barata,cucaracha
substantivos,2,1100,roach,cafard,Kakerlake,blatta,blata,barato
substantivos,3,1100,inexpensive,cancrelat,Kakerlak,economico,barato,barata
substantivos,1,1101,boat,bateau,Boot,barca,barco,barco
substantivos,2,1101,vessel,barque,Schiff,battello,navio,bote
substantivos,3,1101,ship,navire,Kahn,nave,embarcação,barca
substantivos,1,1102,clay,argile,Lehm,argilla,barro,arcilla
substantivos,2,1102,argil,glaise,Ton,fango,argila,barro
substantivos,3,1102,mud,boue,Tonerde,belletta,lama,légamo
substantivos,1,1103,tent,tente,Zelt,tenda,barraca,tienda
substantivos,2,1103,booth,baraque,Hütte,granaio,tenda,tienda de campaña
substantivos,3,1103,stall,kiosque,Baracke,capanna,celeiro,tienda campaña
substantivos,1,1104,belly,ventre,Bauch,pancia,barriga,barriga
substantivos,2,1104,stomach,abdomen,Magen,ventre,ventre,vientre
substantivos,3,1104,abdomen,estomac,Abdomen,addome,abdómen,panza
substantivos,1,1105,noise,bruit,Lärm,rumore,barulho,ruido
substantivos,2,1105,tumult,vacarme,Geräusch,chiasso,ruído,alboroto
substantivos,3,1105,ruction,chahut,Krach,baccano,algazarra,sonido
substantivos,1,1106,stick,bâton,Stock,bastone,bastão,bastón
substantivos,2,1106,baton,canne,Stab,barra,bengala,palo
substantivos,3,1106,rod,batte,Stecken,testimone,pau,barra
substantivos,1,1107,potato,pomme de terre,Kartoffel,patata,batata,patata
substantivos,2,1107,spud,patate,Erdapfel,patate,batatinha,papa
substantivos,3,1107,potatoes,pomme,Knollenwinde,patata irlandese,batata-doce,batata
substantivos,1,1108,battery,batterie,Batterie,batteria,bateria,batería
substantivos,2,1108,electric battery,pile,Akku,accumulatore,pilha,pila
substantivos,3,1108,cell,accumulateur,Akkumulator,pila,acumuladores,acumulador
substantivos,1,1109,baby,bébé,Baby,bebè,bebê,bebé
substantivos,2,1109,infant,enfant,Säugling,bambino,nenê,nene
substantivos,3,1109,babe,nourrisson,Kleinkind,neonato,criancinha,niño
substantivos,1,1110,kiss,baiser,Kuss,bacio,beijo,beso
substantivos,2,1110,osculation,bisou,Kuß,baciano,ósculo,besito
substantivos,3,1110,coss,bise,Bussi,bacio tra coppia,,beso hombre-mujer
substantivos,1,1111,beauty,beauté,Schönheit,bellezza,beleza,belleza
substantivos,2,1111,prettiness,appas,Schöne,beltà,mulher bela,hermosura
substantivos,3,1111,comeliness,charme,etwas Schönes,bello,coisa bela,guapa
substantivos,1,1112,cane,canne,Stock,bastone,bengala,bastón
substantivos,2,1112,stick,bâton,Spazierstock,bastone da passeggio,bastão,palo
substantivos,3,1112,staff,bois pour manches,Stab,barra,bordão,barra
substantivos,1,1113,bible,Bible,Bibel,bibbia,bíblia,biblia
substantivos,2,1113,,bible,,,,
substantivos,1,1114,moustache,moustache,Schnurrbart,baffi,bigode,bigote
substantivos,2,1114,mustache,bacchante,Bart,baffo,bigodes,mostacho
substantivos,3,1114,whisker,charmeuses,Schnauzer,mustacchio,barba,vibrisa
substantivos,1,1115,ticket,billet,Fahrkarte,biglietto,bilhete,billete
substantivos,2,1115,note,ticket,Ticket,cedola,cupom,boleto
substantivos,3,1115,voucher,coupon,Billett,tagliando,passagem,cupón
substantivos,1,1116,ball,ballon,Ball,palla,bola,pelota
substantivos,2,1116,sphere,balle,Kugel,pallone,esfera,bola
substantivos,3,1116,football,boule,Fußball,sfera,globo,esfera
substantivos,1,1117,cookie,biscuit,Keks,biscotto,bolacha,galleta
substantivos,2,1117,biscuit,galette,Plätzchen,biscuit,biscoito,bizcocho
substantivos,3,1117,cracker,petit four,Biskuit,biscottino,cookie,rosquilla
substantivos,1,1118,purse,poche,Tasche,borsa,bolsa,bolsa
substantivos,2,1118,bag,sac,Handtasche,borsellino,carteira,bolso
substantivos,3,1118,pouch,sac à main,Börse,borsetta,sacola,cartera
substantivos,1,1119,button,bouton,Knopf,bottone,botão,botón
substantivos,2,1119,bud,bourgeon,Knospe,pulsante,elevador,capullo
substantivos,3,1119,push button,badge,Taste,boccio,rebento,yema
substantivos,1,1120,goat,chèvre,Ziege,capra,cabra,cabra
substantivos,2,1120,she-goat,bique,Geiß,capre,bode,chivo
substantivos,3,1120,gurnard,bouc,Zicke,capretto,cabrito,cabrío
substantivos,1,1121,cactus,cactus,Kaktus,cactus,cacto,cacto
substantivos,2,1121,tubercle,Cactaceae,Kaktee,cacto,cáctus,cactus
substantivos,3,1121,,Cactus,Dornige Tatze,,cato,cactaceae
substantivos,1,1122,dog,chien,Hund,cane,cachorro,perro
substantivos,2,1122,hound,chienne,Rüde,cagna,cão,can
substantivos,3,1122,puppy,mâle,Hunde,cucciolo,cachorra,cachorro
substantivos,1,1123,padlock,cadenas,Vorhängeschloss,lucchetto,cadeado,candado
substantivos,2,1123,lock,serrure,Schloss,serratura,fechadura,cerradura
substantivos,3,1123,lock with pen,verrou,Vorhängeschloß,chiavistello,Cadeado,broche
substantivos,1,1124,coffee pot,cafetière,Kaffeekanne,caffettiera,cafeteira,cafetera
substantivos,2,1124,coffeemaker,machine à café,Kaffeemaschine,termos,garrafa térmica,máquina de café
substantivos,3,1124,percolator,thermos,Thermosflasche,thermos,,termo
substantivos,1,1125,coffee,café,Kaffee,caffè,café,café
substantivos,2,1125,café,caféier,Café,bar,árvore de café,cafetería
substantivos,3,1125,coffeehouse,expresso,Kaffeehaus,caffetteria,cafeteria,tinto
substantivos,1,1126,box,boîte,Kasten,scatola,caixa,caja
substantivos,2,1126,case,caisse,Kiste,cassa,continente,cajón
substantivos,3,1126,cashier,caissier,Schachtel,cassetta,jarro,estuche
substantivos,1,1127,staff,houlette,Hirtenstab,pastorale,cajado,cayado
substantivos,2,1127,crook,bâton,Krummstab,vincastro,,bastón
substantivos,3,1127,bat,canne,Krücke,asta,,báculo
substantivos,1,1128,trousers,pantalon,Hose,pantaloni,calça,pantalón
substantivos,2,1128,pants,jambe,Hosen,brache,calças,pantalones
substantivos,3,1128,leg,culotte,Beinkleid,calzone,gavetas,bragas
substantivos,1,1129,bed,lit,Bett,letto,cama,cama
substantivos,2,1129,bunk,,Lager,giaciglio,leito,lecho
substantivos,3,1129,couch,,Bettstelle,alveo,Camas,catre
substantivos,1,1130,path,chemin,Weg,strada,caminho,camino
substantivos,2,1130,way,route,Pfad,via,estrada,sendero
substantivos,3,1130,road,voie,Straße,cammino,via,senda
substantivos,1,1131,shirt,chemise,Hemd,camicia,camisa,camisa
substantivos,2,1131,dress shirt,maillot,Bluse,maglia,camiseta,camiseta
substantivos,3,1131,T-shirt,chemisier,T-Shirt,blusa,blusa,playera
substantivos,1,1132,field,champ,Feld,campo,campo,campo
substantivos,2,1132,countryside,campagne,Land,campagna,terreno,terreno
substantivos,3,1132,country,terrain,Acker,ambito,domínio,esfera
substantivos,1,1133,mug,mug,Becher,boccale,caneca,taza
substantivos,2,1133,cowbell,tasse,Krug,tazza,caneco,jarro
substantivos,3,1133,cup,chope,Tasse,campanaccio,copa,cencerro
substantivos,1,1134,pipe,tube,Rohr,condotto,canudo,cañón
substantivos,2,1134,tube,paille,Röhre,cannuccia,cano,tubo
substantivos,3,1134,drinking straw,tuyau,Schlauch,,tubo,popote
substantivos,1,1135,capybara,capybara,Capybara,capibara,capivara,capibara
substantivos,2,1135,Hydrochoerus hydrochaeris,capibara,Wasserschwein,Hydrochoerus hydrochaeris,,carpincho
substantivos,3,1135,capibara,hydrochoerus hydrochaeris,,capivara,,chigüire
substantivos,1,1136,car,voiture,Wagen,auto,carro,coche
substantivos,2,1136,automobile,automobile,Auto,automobile,automóvel,carro
substantivos,3,1136,cart,auto,Automobil,macchina,auto,automóvil
substantivos,1,1137,meat,viande,Fleisch,carne,carne,carne
substantivos,2,1137,flesh,chair,Fruchtfleisch,polpa,vianda,pulpa
substantivos,3,1137,beef,pulpe,Frischfleisch,manzo,polpa,físico
substantivos,1,1138,poster,affiche,Plakat,cartellone,cartaz,cartel
substantivos,2,1138,placard,placard,Anschlag,affisso,edital,anuncio
substantivos,3,1138,bill,avertisseur,Anschlagzettel,manifesto,papeleta,pancarta
substantivos,1,1139,coat,manteau,Mantel,cappotto,casaco,abrigo
substantivos,2,1139,overcoat,pardessus,Jacke,mantello,jaqueta,saco
substantivos,3,1139,jacket,veston,Rock,soprabito,paletó,casaca
substantivos,1,1140,marriage,mariage,Hochzeit,matrimonio,casamento,boda
substantivos,2,1140,wedding,noces,Heirat,nozze,boda,matrimonio
substantivos,3,1140,matrimony,noce,Ehe,sposalizio,matrimónio,casamiento
substantivos,1,1141,castle,château,Burg,castello,castelo,castillo
substantivos,2,1141,fort,château-fort,Schloß,palazzo,palácio,palacio
substantivos,3,1141,palace,château fort,Schloss,maniero,,castro
substantivos,1,1142,shell,écorce,Rinde,buccia,casca,corteza
substantivos,2,1142,bark,peau,Schale,corteccia,crosta,cáscara
substantivos,3,1142,skin,coque,Borke,scorza,pele,piel
substantivos,1,1143,winch,tourniquet,Winde,argano,catraca,molinete
substantivos,2,1143,ratchet,treuil,Kettenrad,verricello,Catraca,cabestrante
substantivos,3,1143,turnstile,portillon d’accès,Drehkreuz,ruota dentata,Roleta,torno
substantivos,1,1144,horse,cheval,Pferd,cavallo,cavalo,caballo
substantivos,2,1144,knight,cavalier,Springer,cavalla,égua,yegua
substantivos,3,1144,horses,cheval d’arçons,Gaul,Equus caballus,equídeos,potro
substantivos,1,1145,onion,oignon,Zwiebel,cipolla,cebola,cebolla
substantivos,2,1145,bulb,bulbe,Lauch,cipolle,bolbo,bulbo
substantivos,3,1145,onions,ognon,Bulbus,tubero,bulbo,tubérculo
substantivos,1,1146,cell,cellule,Zelle,cella,cela,celda
substantivos,2,1146,detention centre,cachot,Knast,pozzetto,cabina,célula
substantivos,3,1146,detention cell,prison,Arrestzelle,cubicolo,célula,bartolina
substantivos,1,1147,barn,grange,Scheune,granaio,celeiro,granero
substantivos,2,1147,booth,échoppe,Schuppen,stalle,guarita,galpón
substantivos,3,1147,shed,grenier,Baracke,fienile,barraca,cabina
substantivos,1,1148,mobile phone,téléphone mobile,Handy,cellulare,celular,teléfono móvil
substantivos,2,1148,cell phone,téléphone cellulaire,Mobiltelefon,telefono cellulare,telefone celular,celular
substantivos,3,1148,cellular phone,GSM,zellig,telefonino,telefone móvel,móvil
substantivos,1,1149,carrot,carotte,Karotte,carota,cenoura,zanahoria
substantivos,2,1149,carrots,Daucus,Möhre,carote,,zanahória
substantivos,3,1149,carrot stick,,Mohrrübe,carota corta,,daucus carota
substantivos,1,1150,ceramic,céramique,Keramik,ceramica,cerâmica,cerámica
substantivos,2,1150,pottery,poterie,Steingut,ceramiche,olaria,ceramica
substantivos,3,1150,ceramics,faïence,Töpferei,terraglia,faiança,alfarería
substantivos,1,1151,brain,cerveau,Gehirn,cervello,cérebro,cerebro
substantivos,2,1151,cerebrum,cervelle,Hirn,encefalo,encéfalo,seso
substantivos,3,1151,encephalon,encéphale,Intelligenz,ingegno,inteligência,encéfalo
substantivos,1,1152,beer,bière,Bier,birra,cerveja,cerveza
substantivos,2,1152,ale,bière anglaise,bier,birre,cerveja inglesa,caña
substantivos,3,1152,pale ale,pression,Lagerbier,birre a fermentazione alta,cerveja inglêsa,cervezas
substantivos,1,1153,scepter,sceptre,Zepter,scettro,cetro,cetro
substantivos,2,1153,sceptre,baguette,Szepter,,ceptro,vara
substantivos,3,1153,verge,,,,,verga
substantivos,1,1154,kettle,bouilloire,Kessel,bollitore,chaleira,caldera
substantivos,2,1154,teakettle,bouilloire à thé,Teekessel,teiera,bule,tetera
substantivos,3,1154,teapot,chaudron,Kochkessel,calderotto,caldeiras,hervidor
substantivos,1,1155,hat,chapeau,Hut,cappello,chapéu,sombrero
substantivos,2,1155,cap,casquette,Mütze,copricapo,sombreiro,gorro
substantivos,3,1155,headgear,couvre-chef,Kopfbedeckung,berretto,boina,prenda para la cabeza
substantivos,1,1156,charm,charme,Charme,attrattiva,charme,encanto
substantivos,2,1156,appeal,,Anmut,fascino,encanto,atractivo
substantivos,3,1156,appealingness,,Liebreiz,incanto,,seducción
substantivos,1,1157,smell,odeur,Geruch,odore,cheiro,olor
substantivos,2,1157,scent,parfum,Duft,profumo,odor,aroma
substantivos,3,1157,odour,fragrance,Parfüm,fragranza,hálito,fragancia
substantivos,1,1158,whip,fouet,Peitsche,frusta,chicote,látigo
substantivos,2,1158,lash,moussoir,Geißel,nerbo,açoite,fusta
substantivos,3,1158,egg whisk,chat à neuf queues,Schneebesen,scudiscio,flagelo,azote
substantivos,1,1159,slipper,pantoufle,Hausschuh,ciabatta,chinelo,zapatilla
substantivos,2,1159,flip-flop,chausson,Pantoffel,pantofola,pantufa,pantufla
substantivos,3,1159,sandal,babouche,Flip-Flops,babbuccia,sandália,chinela
substantivos,1,1160,cry,larme,Weinen,,choro,llorar
substantivos,2,1160,crying,pleur,Träne,,presepe,lágrima
substantivos,3,1160,tear,,Tränen,,a do ó,llanto
substantivos,1,1161,rain,pluie,Regen,pioggia,chuva,lluvia
substantivos,2,1161,rainfall,pleuvoir,Regenwetter,piovosità,água pluvial,agua de lluvia
substantivos,3,1161,shower,flotte,Graupeln,acqua piovana,,agua
substantivos,1,1162,shower,douche,Dusche,doccia,chuveiro,ducha
substantivos,2,1162,shower bath,,Brause,rovescio,duche,regadera
substantivos,3,1162,showerhead,,Duschkopf,,ducha,chubasco
substantivos,1,1163,barbecue,barbecue,Churrasco,barbecue,churrasco,barbacoa
substantivos,2,1163,barbie,churrasco,Barbecue,churrasco,churrasqueira,parrillada
substantivos,3,1163,barbeque,,Braai,,,churrasco
substantivos,1,1164,circle,cercle,Kreis,circolo,círculo,círculo
substantivos,2,1164,ring,disque,Zirkel,cerchio,roda,grupo
substantivos,3,1164,round,rond,Runde,disco,circunferência,esfera
substantivos,1,1165,cipher,chiffre,Ziffer,cifra,cifra,cifra
substantivos,2,1165,figure,chiffrement,Zahl,crittografia,número,código
substantivos,3,1165,digit,code,Zahlzeichen,cifratura,algarismo,cifrado
substantivos,1,1166,cicada,cigale,Zikade,cicala,cigarra,cigarra
substantivos,2,1166,buzzer,Auchenorrhyncha,Zirpe,Auchenorrhyncha,Auchenorrhyncha,chicharra
substantivos,3,1166,Auchenorrhyncha,bipeur,Auchenorrhyncha,cicale,,coyuyo
substantivos,1,1167,scar,cicatrice,Narbe,cicatrice,cicatriz,cicatriz
substantivos,2,1167,cicatrice,balafre,Saum,strato erboso,emenda,alforza
substantivos,3,1167,seam,couture,Einschnitt,sfregio,rachadura,cortadura
substantivos,1,1168,cement,ciment,Zement,cemento,cimento,cemento
substantivos,2,1168,mortar,colle,zemen,adesivo,materiais aderentes,pegamento
substantivos,3,1168,adhesive,adhésif,,collante,Cimento,Cimiento
substantivos,1,1169,cinema,cinéma,Kino,cinema,cinema,cine
substantivos,2,1169,picture,film,Film,cinematografo,cine,celuloide
substantivos,3,1169,movie theater,ciné,Lichtspielhaus,film,Chinês,film
substantivos,1,1170,city,ville,Stadt,città,cidade,ciudad
substantivos,2,1170,town,cité,Gemeinde,cittadina,município,urbe
substantivos,3,1170,village,commune,Ort,paese,vila,pueblo
substantivos,1,1171,belt,ceinture,Gürtel,cintura,cinto,cinturón
substantivos,2,1171,girdle,ceinture de sécurité,Gurt,cintola,cinto de segurança,cinto
substantivos,3,1171,safety belt,gaine,Kranz,cinghia,cinta,correa
substantivos,1,1172,grey,cendre,Asche,cenere,cinza,ceniza
substantivos,2,1172,ash,gris,grau,grigio,cinzento,gris
substantivos,3,1172,gray,cendres,angeheitert,bigio,pardo,plomo
substantivos,1,1173,civil,civil,zivil,civile,civil,civil
substantivos,2,1173,civilian,civile,bürgerlich,borghese,civilizado,cívico
substantivos,3,1173,courteous,civique,Zivilist,civico,,paisano
substantivos,1,1174,clarity,clarté,Klarheit,chiarezza,clareza,claridad
substantivos,2,1174,clearness,brillance,Deutlichkeit,limpidezza,claridade,nitidez
substantivos,3,1174,distinction,limpidité,Helligkeit,definizione,transparência,
substantivos,1,1175,climate,climat,Klima,clima,clima,clima
substantivos,2,1175,weather,temps,Wetter,tempo,tempo,tiempo
substantivos,3,1175,clime,environnement,Umwelt,aria,condições meteorológicas,tiempo atmosférico
substantivos,1,1176,client,client,Kunde,cliente,cliente,cliente
substantivos,2,1176,customer,Un client,Klient,client,freguês,clienta
substantivos,3,1176,patron,au sens économique,Abnehmer,committente,freguesa,ordenante
substantivos,1,1177,paper clip,trombone,Büroklammer,graffetta,clipe,clip
substantivos,2,1177,clip,agrafe,Klips,clip,clips,sujetapapeles
substantivos,3,1177,music video,clip,Musikvideo,gancetto,videoclipe,videoclip
substantivos,1,1178,clone,clone,Klon,clone,clone,clones
substantivos,2,1178,cover,reprise,Cover,cloni,cover,clon
substantivos,3,1178,clones,Somaclone,Coverversion,cover,versão cover,versión
substantivos,1,1179,club,club,Klub,club,clube,club
substantivos,2,1179,association,association,Verein,circolo,guilda,asociación
substantivos,3,1179,clubhouse,guilde,Club,società,ordem,sociedad
substantivos,1,1180,blanket,couverture,Decke,coperta,cobertor,manta
